Days for shipment (scheduled),Category Name,Market,Order Item Discount,Order Item Profit Ratio,Order Region,Order Status,Product Price,Shipping Mode
4,Women's Apparel,Africa,30.0,0.07,West Africa,COMPLETE,50.0,Standard Class
4,Shop By Sport,Africa,25.98999977,0.300000012,West Africa,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Africa,29.98999977,0.5,Central Africa,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Africa,40.0,0.310000002,West Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,42.5,0.340000004,Central Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,42.5,0.270000011,Central Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,42.5,0.059999999,West Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,45.0,0.310000002,East Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,45.0,0.49000001,East Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,45.0,0.349999994,West Africa,COMPLETE,50.0,Standard Class
4,Women's Apparel,Africa,50.0,0.360000014,Central Africa,COMPLETE,50.0,Standard Class
4,Shop By Sport,Africa,49.99000168,0.449999988,Central Africa,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Africa,62.5,0.109999999,West Africa,COMPLETE,50.0,Standard Class
4,Accessories,Africa,0.0,0.479999989,Southern Africa,COMPLETE,24.98999977,Standard Class
4,Accessories,Africa,6.25,0.300000012,West Africa,COMPLETE,24.98999977,Standard Class
4,Accessories,Africa,6.869999886,0.340000004,East Africa,COMPLETE,24.98999977,Standard Class
4,Trade-In,Africa,5.599999905,0.310000002,West Africa,COMPLETE,15.98999977,Standard Class
4,Trade-In,Africa,12.78999996,0.460000008,West Africa,COMPLETE,15.98999977,Standard Class
4,Electronics,Africa,28.79000092,0.090000004,North Africa,COMPLETE,31.98999977,Standard Class
4,Hunting & Shooting,Africa,29.98999977,0.449999988,North Africa,COMPLETE,29.98999977,Standard Class
4,Tennis & Racquet,Africa,38.24000168,0.439999998,West Africa,ON_HOLD,44.99000168,Standard Class
4,Cardio Equipment,Africa,25.0,0.140000001,North Africa,ON_HOLD,99.98999786,Standard Class
4,Cleats,Africa,0.0,0.270000011,East Africa,ON_HOLD,59.99000168,Standard Class
4,Shop By Sport,Africa,33.99000168,0.330000013,North Africa,ON_HOLD,39.99000168,Standard Class
4,Women's Apparel,Africa,50.0,-1.330000043,Southern Africa,ON_HOLD,50.0,Standard Class
4,Electronics,Africa,43.18999863,0.25999999,Southern Africa,ON_HOLD,47.99000168,Standard Class
4,Baseball & Softball,Europe,15.0,0.300000012,Western Europe,COMPLETE,59.99000168,Standard Class
4,Fitness Accessories,Europe,0.0,0.340000004,Eastern Europe,COMPLETE,34.99000168,Standard Class
4,Cardio Equipment,Europe,5.0,0.170000002,Western Europe,COMPLETE,99.98999786,Standard Class
4,Electronics,Europe,2.799999952,0.479999989,Southern Europe,COMPLETE,27.98999977,Standard Class
4,Cardio Equipment,Europe,10.0,0.090000004,Western Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,15.0,0.5,Western Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,15.0,-0.239999995,Western Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,15.0,0.230000004,Western Europe,COMPLETE,99.98999786,Standard Class
4,Electronics,Europe,4.800000191,0.340000004,Western Europe,COMPLETE,31.98999977,Standard Class
4,Cardio Equipment,Europe,20.0,0.02,Southern Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,20.0,0.479999989,Southern Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,25.0,0.090000004,Eastern Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,25.0,0.100000001,Southern Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,25.0,0.460000008,Western Europe,COMPLETE,99.98999786,Standard Class
4,Fitness Accessories,Europe,8.75,-0.059999999,Western Europe,COMPLETE,34.99000168,Standard Class
4,Fitness Accessories,Europe,9.619999886,0.5,Southern Europe,COMPLETE,34.99000168,Standard Class
4,As Seen on  TV!,Europe,35.0,0.379999995,Northern Europe,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Europe,45.0,0.349999994,Eastern Europe,COMPLETE,99.98999786,Standard Class
4,Cleats,LATAM,18.0,0.49000001,Central America,PROCESSING,59.99000168,Standard Class
4,Cleats,LATAM,18.0,0.460000008,South America,PROCESSING,59.99000168,Standard Class
4,Cleats,LATAM,20.39999962,0.330000013,Central America,PROCESSING,59.99000168,Standard Class
4,Cleats,LATAM,20.39999962,0.370000005,Central America,PROCESSING,59.99000168,Standard Class
4,Cleats,LATAM,20.39999962,0.5,South America,PROCESSING,59.99000168,Standard Class
4,Women's Apparel,LATAM,0.0,0.349999994,South America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,0.0,0.430000007,South America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,1.0,0.0,Central America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,0.800000012,0.280000001,South America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,3.0,0.109999999,Central America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,4.0,0.430000007,Caribbean,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,3.200000048,0.349999994,Central America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,4.0,0.449999988,Caribbean,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,4.0,0.469999999,Central America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,5.0,0.129999995,South America,PROCESSING,50.0,Standard Class
4,Girls' Apparel,LATAM,7.699999809,0.140000001,Central America,PROCESSING,70.0,Standard Class
4,Girls' Apparel,LATAM,3.5,0.379999995,Central America,PROCESSING,25.0,Standard Class
4,Women's Apparel,LATAM,7.0,0.330000013,Central America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,7.0,-1.75,Central America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,7.199999809,0.340000004,South America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,8.0,0.5,Central America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,8.0,0.239999995,Central America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,10.0,0.460000008,Central America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,8.0,0.330000013,South America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,10.0,0.239999995,South America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,10.0,0.310000002,South America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,9.600000381,-0.159999996,Caribbean,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,12.0,0.330000013,Central America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,13.0,0.270000011,Central America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,15.0,0.230000004,Central America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,13.60000038,0.090000004,Central America,PROCESSING,39.99000168,Standard Class
4,Girls' Apparel,LATAM,14.39999962,0.109999999,Central America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,14.39999962,0.330000013,South America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,14.39999962,-0.140000001,South America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,18.0,0.090000004,South America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,20.0,0.469999999,Central America,PROCESSING,50.0,Standard Class
4,Women's Apparel,LATAM,20.0,0.460000008,South America,PROCESSING,50.0,Standard Class
4,Shop By Sport,LATAM,20.0,0.270000011,Central America,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,LATAM,20.0,0.460000008,Central America,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,LATAM,25.0,0.170000002,Central America,PROCESSING,50.0,Standard Class
4,Electronics,LATAM,0.639999986,0.300000012,Central America,PROCESSING,31.98999977,Standard Class
4,Accessories,LATAM,2.75,0.289999992,South America,PROCESSING,24.98999977,Standard Class
4,Golf Balls,LATAM,4.0,0.439999998,South America,PROCESSING,19.98999977,Standard Class
4,Electronics,LATAM,11.52000046,0.310000002,South America,PROCESSING,47.99000168,Standard Class
4,Sporting Goods,Pacific Asia,65.55000305,-0.180000007,South Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,81.94000244,0.419999987,Eastern Asia,COMPLETE,327.75,Standard Class
2,Sporting Goods,Pacific Asia,0.0,0.25,Eastern Asia,COMPLETE,327.75,Second Class
4,Sporting Goods,Pacific Asia,3.279999971,0.079999998,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,6.559999943,-0.109999999,South Asia,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,9.829999924,0.349999994,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,13.10999966,0.360000014,Oceania,CANCELED,327.75,Standard Class
2,Sporting Goods,Pacific Asia,16.38999939,-0.230000004,Southeast Asia,PENDING_PAYMENT,327.75,Second Class
4,Sporting Goods,Pacific Asia,18.03000069,0.119999997,Oceania,PENDING,327.75,Standard Class
1,Sporting Goods,Pacific Asia,22.94000053,0.479999989,Eastern Asia,COMPLETE,327.75,First Class
4,Sporting Goods,Pacific Asia,29.5,0.25,Eastern Asia,PENDING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,32.77999878,0.200000003,Eastern Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,39.33000183,0.289999992,Eastern Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,42.61000061,0.479999989,South Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,49.15999985,0.079999998,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,52.43999863,-0.200000003,Southeast Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,55.72000122,0.129999995,Southeast Asia,PENDING,327.75,Standard Class
2,Sporting Goods,Pacific Asia,59.0,0.49000001,Southeast Asia,PENDING_PAYMENT,327.75,Second Class
4,Sporting Goods,Pacific Asia,65.55000305,0.349999994,Southeast Asia,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,81.94000244,-0.670000017,South Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,0.0,0.439999998,South Asia,PENDING,327.75,Standard Class
1,Sporting Goods,Pacific Asia,3.279999971,0.100000001,South Asia,COMPLETE,327.75,First Class
1,Sporting Goods,Pacific Asia,6.559999943,0.289999992,South Asia,COMPLETE,327.75,First Class
1,Sporting Goods,Pacific Asia,9.829999924,0.25,South Asia,COMPLETE,327.75,First Class
1,Sporting Goods,Pacific Asia,13.10999966,0.319999993,Eastern Asia,PROCESSING,327.75,First Class
0,Sporting Goods,Pacific Asia,16.38999939,0.479999989,Southeast Asia,PENDING,327.75,Same Day
0,Sporting Goods,Pacific Asia,18.03000069,0.25999999,Southeast Asia,PENDING_PAYMENT,327.75,Same Day
0,Sporting Goods,Pacific Asia,22.94000053,-0.109999999,Oceania,CLOSED,327.75,Same Day
4,Sporting Goods,Pacific Asia,29.5,0.49000001,Oceania,PENDING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,32.77999878,0.079999998,Oceania,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,39.33000183,-1.549999952,Oceania,PENDING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,42.61000061,0.379999995,Oceania,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,49.15999985,-1.649999976,Oceania,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,52.43999863,-0.230000004,Eastern Asia,SUSPECTED_FRAUD,327.75,Standard Class
2,Sporting Goods,Pacific Asia,55.72000122,0.409999996,Oceania,COMPLETE,327.75,Second Class
4,Sporting Goods,Pacific Asia,59.0,0.49000001,Oceania,COMPLETE,327.75,Standard Class
2,Sporting Goods,Pacific Asia,65.55000305,0.330000013,Eastern Asia,ON_HOLD,327.75,Second Class
1,Sporting Goods,Pacific Asia,81.94000244,0.25999999,Southeast Asia,PENDING_PAYMENT,327.75,First Class
2,Sporting Goods,Pacific Asia,0.0,-0.829999983,Southeast Asia,COMPLETE,327.75,Second Class
2,Sporting Goods,Pacific Asia,3.279999971,-0.800000012,Eastern Asia,PENDING_PAYMENT,327.75,Second Class
4,Sporting Goods,Pacific Asia,6.559999943,0.059999999,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,9.829999924,0.349999994,Eastern Asia,PENDING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,13.10999966,0.0,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,16.38999939,0.310000002,South Asia,PENDING_PAYMENT,327.75,Standard Class
2,Sporting Goods,Pacific Asia,18.03000069,0.289999992,South Asia,PENDING_PAYMENT,327.75,Second Class
2,Sporting Goods,Pacific Asia,22.94000053,0.280000001,South Asia,SUSPECTED_FRAUD,327.75,Second Class
4,Sporting Goods,Pacific Asia,29.5,0.419999987,South Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,32.77999878,0.310000002,Southeast Asia,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,39.33000183,0.270000011,Southeast Asia,PENDING,327.75,Standard Class
2,Sporting Goods,Pacific Asia,42.61000061,0.289999992,Southeast Asia,PENDING_PAYMENT,327.75,Second Class
4,Sporting Goods,Pacific Asia,49.15999985,0.25,Southeast Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,52.43999863,0.49000001,Southeast Asia,COMPLETE,327.75,Standard Class
2,Sporting Goods,Pacific Asia,55.72000122,-0.730000019,Eastern Asia,CLOSED,327.75,Second Class
2,Sporting Goods,Pacific Asia,59.0,-0.800000012,Eastern Asia,PROCESSING,327.75,Second Class
1,Sporting Goods,Pacific Asia,65.55000305,0.310000002,Eastern Asia,PENDING_PAYMENT,327.75,First Class
1,Sporting Goods,Pacific Asia,81.94000244,0.310000002,Southeast Asia,CLOSED,327.75,First Class
2,Sporting Goods,Pacific Asia,0.0,-1.649999976,Southeast Asia,CLOSED,327.75,Second Class
2,Sporting Goods,Pacific Asia,3.279999971,-0.449999988,South Asia,COMPLETE,327.75,Second Class
2,Sporting Goods,Pacific Asia,6.559999943,0.289999992,South Asia,PENDING_PAYMENT,327.75,Second Class
1,Sporting Goods,Pacific Asia,9.829999924,0.469999999,South Asia,COMPLETE,327.75,First Class
1,Sporting Goods,Pacific Asia,13.10999966,0.100000001,South Asia,CLOSED,327.75,First Class
1,Sporting Goods,Pacific Asia,16.38999939,0.0,South Asia,PENDING_PAYMENT,327.75,First Class
4,Sporting Goods,Pacific Asia,18.03000069,0.49000001,Southeast Asia,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,22.94000053,0.479999989,Southeast Asia,PENDING_PAYMENT,327.75,Standard Class
4,Sporting Goods,Pacific Asia,29.5,0.07,Southeast Asia,ON_HOLD,327.75,Standard Class
4,Sporting Goods,Pacific Asia,32.77999878,0.330000013,Oceania,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,39.33000183,0.469999999,Southeast Asia,CLOSED,327.75,Standard Class
4,Sporting Goods,Pacific Asia,42.61000061,0.25999999,Southeast Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,49.15999985,0.280000001,South Asia,CLOSED,327.75,Standard Class
4,Sporting Goods,Pacific Asia,52.43999863,-0.670000017,South Asia,PENDING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,55.72000122,0.360000014,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,59.0,0.100000001,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,65.55000305,0.349999994,Southeast Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,81.94000244,-0.730000019,Southeast Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,0.0,-0.769999981,Oceania,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,3.279999971,-0.730000019,Oceania,CLOSED,327.75,Standard Class
4,Sporting Goods,Pacific Asia,6.559999943,0.090000004,Southeast Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,9.829999924,0.280000001,Eastern Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,13.10999966,0.25999999,Eastern Asia,PENDING_PAYMENT,327.75,Standard Class
2,Sporting Goods,Pacific Asia,16.38999939,0.379999995,Southeast Asia,PAYMENT_REVIEW,327.75,Second Class
2,Sporting Goods,Pacific Asia,18.03000069,0.479999989,Oceania,PENDING_PAYMENT,327.75,Second Class
1,Sporting Goods,Pacific Asia,22.94000053,-0.239999995,Eastern Asia,PENDING_PAYMENT,327.75,First Class
2,Sporting Goods,Pacific Asia,29.5,0.49000001,Eastern Asia,ON_HOLD,327.75,Second Class
2,Sporting Goods,Pacific Asia,32.77999878,0.439999998,Eastern Asia,ON_HOLD,327.75,Second Class
2,Sporting Goods,Pacific Asia,39.33000183,0.389999986,Eastern Asia,COMPLETE,327.75,Second Class
0,Sporting Goods,Pacific Asia,42.61000061,0.270000011,Eastern Asia,PENDING_PAYMENT,327.75,Same Day
0,Sporting Goods,Pacific Asia,49.15999985,0.270000011,Eastern Asia,COMPLETE,327.75,Same Day
0,Sporting Goods,Pacific Asia,52.43999863,0.449999988,Oceania,COMPLETE,327.75,Same Day
0,Sporting Goods,Pacific Asia,55.72000122,0.49000001,Oceania,COMPLETE,327.75,Same Day
0,Sporting Goods,Pacific Asia,59.0,0.340000004,Oceania,CLOSED,327.75,Same Day
0,Sporting Goods,Pacific Asia,65.55000305,-0.170000002,Oceania,SUSPECTED_FRAUD,327.75,Same Day
0,Sporting Goods,Pacific Asia,81.94000244,0.379999995,South Asia,COMPLETE,327.75,Same Day
4,Sporting Goods,Pacific Asia,0.0,0.129999995,South Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,3.279999971,0.140000001,Southeast Asia,COMPLETE,327.75,Standard Class
4,Sporting Goods,Pacific Asia,6.559999943,0.449999988,South Asia,PROCESSING,327.75,Standard Class
4,Sporting Goods,Pacific Asia,9.829999924,0.100000001,Eastern Asia,PENDING,327.75,Standard Class
2,Women's Apparel,LATAM,30.0,0.479999989,Central America,PENDING_PAYMENT,50.0,Second Class
2,Women's Apparel,LATAM,37.5,0.109999999,Central America,PENDING_PAYMENT,50.0,Second Class
2,Cardio Equipment,Pacific Asia,45.0,0.379999995,West Asia,PAYMENT_REVIEW,99.98999786,Second Class
2,Shop By Sport,Pacific Asia,6.0,0.310000002,Oceania,PAYMENT_REVIEW,39.99000168,Second Class
2,Cardio Equipment,Pacific Asia,45.0,-0.079999998,West Asia,PENDING_PAYMENT,99.98999786,Second Class
2,Cleats,Pacific Asia,1.799999952,0.159999996,Southeast Asia,PENDING_PAYMENT,59.99000168,Second Class
2,Cleats,Pacific Asia,7.199999809,0.079999998,Eastern Asia,PENDING_PAYMENT,59.99000168,Second Class
2,Cleats,Pacific Asia,9.899999619,0.209999993,Southeast Asia,PENDING_PAYMENT,59.99000168,Second Class
2,Cleats,Pacific Asia,16.20000076,0.039999999,Eastern Asia,PENDING_PAYMENT,59.99000168,Second Class
2,Cleats,Pacific Asia,27.0,-0.670000017,Oceania,PENDING_PAYMENT,59.99000168,Second Class
2,Women's Apparel,Pacific Asia,0.0,0.430000007,Southeast Asia,PENDING_PAYMENT,50.0,Second Class
2,Shop By Sport,Pacific Asia,23.98999977,0.460000008,Oceania,PENDING_PAYMENT,39.99000168,Second Class
2,Trade-In,Pacific Asia,0.660000026,-0.059999999,Oceania,PENDING_PAYMENT,21.98999977,Second Class
2,Trade-In,Pacific Asia,11.98999977,-1.600000024,South Asia,PENDING_PAYMENT,15.98999977,Second Class
2,Cleats,USCA,23.39999962,0.180000007,West of USA ,PAYMENT_REVIEW,59.99000168,Second Class
2,Tennis & Racquet,USCA,20.25,0.300000012,West of USA ,PENDING_PAYMENT,44.99000168,Second Class
2,Cardio Equipment,USCA,6.0,-0.730000019,West of USA ,PENDING_PAYMENT,99.98999786,Second Class
2,Cardio Equipment,USCA,21.0,0.25999999,East of USA,PENDING_PAYMENT,99.98999786,Second Class
2,Cleats,USCA,27.0,0.349999994,East of USA,PENDING_PAYMENT,59.99000168,Second Class
2,Women's Apparel,USCA,4.5,0.460000008,US Center ,PENDING_PAYMENT,50.0,Second Class
2,Women's Apparel,USCA,10.5,0.100000001,South of  USA ,PENDING_PAYMENT,50.0,Second Class
2,Cardio Equipment,Africa,63.99000168,0.180000007,Southern Africa,PAYMENT_REVIEW,99.98999786,Second Class
2,Electronics,Africa,5.119999886,0.349999994,Southern Africa,PENDING_PAYMENT,31.98999977,Second Class
2,Cardio Equipment,Europe,4.0,0.349999994,Western Europe,PENDING_PAYMENT,99.98999786,Second Class
2,Electronics,Europe,1.279999971,0.0,Western Europe,PENDING_PAYMENT,31.98999977,Second Class
